pair,sizing_mode,n,z_in,z_tp,z_stop,max_hold,is_pf,is_n,is_net,is_dd,oos_pf,oos_n,oos_net,oos_dd,oos_wr,oos_avglot,wfo_min
EURGBP,fixed,20,2.0,0.0,4.0,24,0.8088591887136479,2883,-4716.303323683036,4759.608698443068,0.9746365280722885,1806,-251.0848325715774,690.2197339488127,0.5299003322259136,1.0,0.800991885983216
EURGBP,zscale,20,2.0,0.0,4.0,24,0.8050303065048439,2883,-7344.369564286232,7435.315540691485,0.9651826576885233,1806,-528.2704277484848,1174.2207444579276,0.5299003322259136,1.5521814973388695,0.7477632602971463
EURGBP,voladj,20,2.0,0.0,4.0,24,0.8280361954072214,2883,-3494.171665745437,3521.326853125458,1.0021883807250844,1806,17.753318572655928,558.9392273386475,0.5299003322259136,0.8419158361018826,0.8569099842331649
EURGBP,combo,20,2.0,0.0,4.0,24,0.8250700410390094,2883,-5417.314386022698,5475.720615150342,0.9966942064521729,1806,-41.02363949368305,906.2497929652324,0.5299003322259136,1.3064366646188132,0.8052256004519011
EURGBP,fixed,20,2.0,0.0,4.0,48,0.806020899715854,2869,-4776.626746477619,4819.932121237648,0.9785564514691091,1799,-210.11638435634802,676.9608751736275,0.5302946081156198,1.0,0.8212786288483096
EURGBP,zscale,20,2.0,0.0,4.0,48,0.8027946382807382,2869,-7424.5154746144935,7515.461451019751,0.9697966015955627,1799,-453.584951634266,1128.8967250315811,0.5302946081156198,1.5533788665173642,0.7668403268970978
EURGBP,voladj,20,2.0,0.0,4.0,48,0.8264537276246056,2869,-3510.6556520263484,3537.8108394063643,1.006330389786271,1799,50.958019280945905,537.718321783881,0.5302946081156198,0.8426903835464147,0.8789430258848362
EURGBP,combo,20,2.0,0.0,4.0,48,0.8239492278322108,2869,-5436.206102906037,5494.612332033682,1.0013737591908598,1799,16.917871245094773,879.6020230747954,0.5302946081156198,1.3084294792306987,0.823097453138173
EURGBP,fixed,20,2.0,1.0,4.0,24,0.7817943105223569,3258,-4468.640410159149,4536.319902229339,0.8267128516249064,2028,-1481.2336238398134,1492.6667087074406,0.5596646942800789,1.0,0.7390462989664989
EURGBP,zscale,20,2.0,1.0,4.0,24,0.7832977062328337,3258,-6802.444309375485,6924.920229781033,0.828080465316164,2028,-2264.5921893751665,2282.4829718109067,0.5596646942800789,1.5315982471872758,0.7083260798486605
EURGBP,voladj,20,2.0,1.0,4.0,24,0.8055261468811293,3258,-3260.417186840544,3310.0786744796706,0.8426615003676979,2028,-1111.9678414298296,1124.7804691003103,0.5596646942800789,0.840483234714004,0.7466596383745947
EURGBP,combo,20,2.0,1.0,4.0,24,0.8083447775257807,3258,-4921.358816385084,5007.525248462053,0.8469194483965964,2028,-1662.7694527260533,1687.6519578449645,0.5596646942800789,1.2868923390562679,0.7179835460901363
EURGBP,fixed,20,2.0,1.0,4.0,48,0.7817943105223569,3258,-4468.640410159149,4536.319902229339,0.8267128516249064,2028,-1481.2336238398134,1492.6667087074406,0.5596646942800789,1.0,0.7390462989664989
EURGBP,zscale,20,2.0,1.0,4.0,48,0.7832977062328337,3258,-6802.444309375485,6924.920229781033,0.828080465316164,2028,-2264.5921893751665,2282.4829718109067,0.5596646942800789,1.5315982471872758,0.7083260798486605
EURGBP,voladj,20,2.0,1.0,4.0,48,0.8055261468811293,3258,-3260.417186840544,3310.0786744796706,0.8426615003676979,2028,-1111.9678414298296,1124.7804691003103,0.5596646942800789,0.840483234714004,0.7466596383745947
EURGBP,combo,20,2.0,1.0,4.0,48,0.8083447775257807,3258,-4921.358816385084,5007.525248462053,0.8469194483965964,2028,-1662.7694527260533,1687.6519578449645,0.5596646942800789,1.2868923390562679,0.7179835460901363
EURGBP,fixed,20,2.5,0.0,4.0,24,0.7768294936692889,1759,-3326.8823221586154,3386.162696918649,0.9357249878405874,1073,-397.27568586589064,621.3489224548955,0.45293569431500463,1.0,0.6995344695928875
EURGBP,zscale,20,2.5,0.0,4.0,24,0.770925808851184,1759,-4701.9864923314,4788.03440870685,0.929321876312929,1073,-596.6167645588923,897.1179553574358,0.45293569431500463,1.412631935106306,0.6736586485066357
EURGBP,voladj,20,2.5,0.0,4.0,24,0.7899562006719295,1759,-2601.2808939935426,2645.0489708865794,0.9794570963817725,1073,-103.16407630702915,439.1539420872999,0.45293569431500463,0.8457595526561044,0.7577620034120888
EURGBP,combo,20,2.5,0.0,4.0,24,0.7884823945557989,1759,-3600.79748977896,3679.1062974938,0.9763908415569167,1073,-161.22859452747747,592.5591315691897,0.45293569431500463,1.192786220727215,0.7349106107567206
EURGBP,fixed,20,2.5,0.0,4.0,48,0.7764899934690465,1755,-3335.790744953199,3395.0711197132314,0.9340987928791991,1071,-405.49558946191655,619.0396513365592,0.45284780578898226,1.0,0.7155110143776267
EURGBP,zscale,20,2.5,0.0,4.0,48,0.7708070663299091,1755,-4710.518247956046,4796.566164331498,0.9298224392304475,1071,-589.0616180909495,895.9823073821639,0.45284780578898226,1.41257075948341,0.6894622635129443
EURGBP,voladj,20,2.5,0.0,4.0,48,0.7884312030182064,1755,-2625.2586337961275,2669.026710689162,0.9789756089040544,1071,-105.2902567748103,446.76394208730113,0.45284780578898226,0.84593837535014,0.769243029677251
EURGBP,combo,20,2.5,0.0,4.0,48,0.7872196502055008,1755,-3629.267750012569,3707.576557727411,0.9774813752410637,1071,-153.1907425326057,598.8046553884883,0.45284780578898226,1.1928210586069934,0.7462479213036399
EURGBP,fixed,20,2.5,1.0,4.0,24,0.7512821764052263,1833,-3071.017219835411,3120.5615213481396,0.8281722729185794,1119,-886.5983027765717,892.5647185250618,0.4897229669347632,1.0,0.6670163605529933
EURGBP,zscale,20,2.5,1.0,4.0,24,0.7450380562888947,1833,-4365.265342281269,4440.944769169375,0.822984628264496,1119,-1264.0756202342786,1274.1357736713094,0.4897229669347632,1.4075401475825304,0.6496440701988382
EURGBP,voladj,20,2.5,1.0,4.0,24,0.7766270121831398,1833,-2260.2121664277556,2292.93297257309,0.8490530972972384,1119,-642.4003927040985,653.9119144004782,0.4897229669347632,0.8445040214477212,0.6842326121394201
EURGBP,combo,20,2.5,1.0,4.0,24,0.7734419594565463,1833,-3179.49861983315,3228.28940441838,0.8500152326087564,1119,-877.7071258012388,893.2610464615171,0.4897229669347632,1.1868990792198153,0.6681575172655644
EURGBP,fixed,20,2.5,1.0,4.0,48,0.7512821764052263,1833,-3071.017219835411,3120.5615213481396,0.8281722729185794,1119,-886.5983027765717,892.5647185250618,0.4897229669347632,1.0,0.6670163605529933
EURGBP,zscale,20,2.5,1.0,4.0,48,0.7450380562888947,1833,-4365.265342281269,4440.944769169375,0.822984628264496,1119,-1264.0756202342786,1274.1357736713094,0.4897229669347632,1.4075401475825304,0.6496440701988382
EURGBP,voladj,20,2.5,1.0,4.0,48,0.7766270121831398,1833,-2260.2121664277556,2292.93297257309,0.8490530972972384,1119,-642.4003927040985,653.9119144004782,0.4897229669347632,0.8445040214477212,0.6842326121394201
EURGBP,combo,20,2.5,1.0,4.0,48,0.7734419594565463,1833,-3179.49861983315,3228.28940441838,0.8500152326087564,1119,-877.7071258012388,893.2610464615171,0.4897229669347632,1.1868990792198153,0.6681575172655644
EURGBP,fixed,40,2.0,0.0,4.0,24,0.8574739185148238,1623,-2730.0048052586835,2991.999343725344,1.0563195778965941,1012,416.68379208839747,425.47077047555,0.5780632411067194,1.0,0.9070600557039074
EURGBP,zscale,40,2.0,0.0,4.0,24,0.8807160752817067,1623,-3515.694267224702,3714.9175668929015,1.0290381075348551,1012,341.5353455572701,839.1119794244057,0.5780632411067194,1.6044295370152792,0.9043560411640753
EURGBP,voladj,40,2.0,0.0,4.0,24,0.8507119970267694,1623,-2327.1792752650126,2551.4289265573034,1.0507235861928699,1012,311.3464270355208,341.9017757680189,0.5780632411067194,0.8344861660079052,0.8853510306298977
EURGBP,combo,40,2.0,0.0,4.0,24,0.8685618554718073,1623,-3127.3332907847853,3354.049227264079,1.0455104084180538,1012,433.26808412963834,547.824222790638,0.5780632411067194,1.32701223949671,0.8798204745348565
EURGBP,fixed,40,2.0,0.0,4.0,48,0.8496663679830293,1554,-2757.6897650375904,2924.0123439123904,1.1079059975666576,968,736.3623168378408,454.95577047555327,0.5888429752066116,1.0,0.8812381752417864
EURGBP,zscale,40,2.0,0.0,4.0,48,0.8830232674456253,1554,-3302.0024704665225,3428.4186088543756,1.0909463895941713,968,990.4598981905979,824.8461791765378,0.5888429752066116,1.6196410034832773,0.8853399410379363
EURGBP,voladj,40,2.0,0.0,4.0,48,0.8476060750641314,1554,-2263.6877555496603,2438.9889764686536,1.1113645255115543,968,626.0810635407936,298.3274556222753,0.5888429752066116,0.8336776859504132,0.8496010351196907
EURGBP,combo,40,2.0,0.0,4.0,48,0.8751904269985333,1554,-2827.5225376959884,2989.664284246404,1.115529350850138,968,1012.5180397305419,502.8728141545481,0.5888429752066116,1.3380348013852457,0.8507977850034937
EURGBP,fixed,40,2.0,1.0,4.0,24,0.7940427261416265,1840,-2979.1479044191574,3124.1851111308997,1.0455764775906389,1178,248.30664006263638,410.31443115197794,0.6146010186757216,1.0,0.905211444428558
EURGBP,zscale,40,2.0,1.0,4.0,24,0.8234665806532276,1840,-3931.933978465233,4140.2776283650755,1.0426089809572274,1178,367.6333517917907,811.6388320334024,0.6146010186757216,1.572756906228043,0.912891662102754
EURGBP,voladj,40,2.0,1.0,4.0,24,0.8126792026066053,1840,-2185.117846920847,2309.1045842152644,1.0843350635380036,1178,374.7478549891099,284.2198896137228,0.6146010186757216,0.8382852292020373,0.8881712630966048
EURGBP,combo,40,2.0,1.0,4.0,24,0.8389659032132778,1840,-2869.652277300714,3038.670676485302,1.1111965392855294,1178,761.1538539260106,515.6988644608492,0.6146010186757216,1.308841478303104,0.8933557678045811
EURGBP,fixed,40,2.0,1.0,4.0,48,0.7946732755294502,1837,-2958.063796476371,3103.1010031881133,1.039615076025749,1176,217.0657510203934,411.2000560903805,0.6156462585034014,1.0,0.9045992207403553
EURGBP,zscale,40,2.0,1.0,4.0,48,0.8260839645773987,1837,-3851.244779476669,4059.588429376515,1.041211133928499,1176,356.049990557262,808.4373340476614,0.6156462585034014,1.573513389983277,0.9133086550732465
EURGBP,voladj,40,2.0,1.0,4.0,48,0.8139283583442276,1837,-2159.4888318530566,2283.4755691474734,1.0765246296542461,1176,342.5088099354383,290.40487561877217,0.6156462585034014,0.8384353741496599,0.8889077905707727
EURGBP,combo,40,2.0,1.0,4.0,48,0.8427360434463147,1837,-2781.7373911471173,2950.755790331706,1.1073416320284573,1176,737.3244331792578,521.8220620527449,0.6156462585034014,1.3096026853020557,0.8938504914283797
EURGBP,fixed,40,2.5,0.0,4.0,24,0.923329523282526,1125,-935.8188154948385,1270.2743850367021,1.046374439386954,666,229.28284830160948,470.7593971907707,0.496996996996997,1.0,0.8425801091454629
EURGBP,zscale,40,2.5,0.0,4.0,24,0.925812599213856,1125,-1296.9535592403706,1769.595500623481,1.0671329458213434,666,470.13125282746546,692.9409537097467,0.496996996996997,1.5134059437299858,0.8575912121669724
EURGBP,voladj,40,2.5,0.0,4.0,24,0.9077240789056936,1125,-928.2173010158731,1209.7206123906326,1.0518775487913632,666,207.8092081739004,322.66826309399016,0.496996996996997,0.831081081081081,0.828647490773939
EURGBP,combo,40,2.5,0.0,4.0,24,0.9105604378962386,1125,-1271.6485580752192,1611.9691900385235,1.0933236465192377,666,518.9425525505968,459.91212648637816,0.496996996996997,1.2452317213600668,0.9086838761637883
EURGBP,fixed,40,2.5,0.0,4.0,48,0.9732958304298847,1103,-312.76443894839537,1384.4068686504468,1.1575190906005866,654,710.8946795151036,532.1460907267267,0.5214067278287462,1.0,0.9489488478112424
EURGBP,zscale,40,2.5,0.0,4.0,48,0.9664965465188748,1103,-567.1139635218402,1973.1989994700118,1.1649890026626353,654,1072.6911170108708,781.20620143952,0.5214067278287462,1.5164419040068413,0.9883739099112846
EURGBP,voladj,40,2.5,0.0,4.0,48,0.9624524353333945,1103,-359.1839226578388,1234.9744497810782,1.1773800383574609,654,642.5091095331364,367.406735256958,0.5214067278287462,0.8318042813455657,0.9159401082774465
EURGBP,combo,40,2.5,0.0,4.0,48,0.9547509728834948,1103,-618.3505310205551,1701.5124522813435,1.2020506542208824,654,1038.123130551481,520.9655579984992,0.5214067278287462,1.2479292510633901,1.032050724447059
EURGBP,fixed,40,2.5,1.0,4.0,24,0.9197602379899117,1177,-696.0449093630953,1030.0331264834392,1.0354712882797683,692,124.09164378163865,435.7875029360195,0.5303468208092486,1.0,0.8874394154639982
EURGBP,zscale,40,2.5,1.0,4.0,24,0.9465936352620604,1177,-665.1383197690741,1272.1109849098857,1.081577340049685,692,408.83051724535284,664.4335530543751,0.5303468208092486,1.510771898149519,0.9265919167561044
EURGBP,voladj,40,2.5,1.0,4.0,24,0.9389705137266257,1177,-428.39569537291345,824.4491720784318,1.0843258571523162,692,235.2531664302326,316.57325690792175,0.5303468208092486,0.8352601156069365,0.9032229148727301
EURGBP,combo,40,2.5,1.0,4.0,24,0.9615461369218758,1177,-383.9333193392282,970.143000138042,1.152040865609059,692,596.316100342201,458.18930659739243,0.5303468208092486,1.2500066564598395,0.9616128629125753
EURGBP,fixed,40,2.5,1.0,4.0,48,0.9324870679097628,1177,-577.6521746349252,987.8119340051346,1.0387046114604002,692,134.9815121875708,407.67312787442194,0.5303468208092486,1.0,0.9063191804587369
EURGBP,zscale,40,2.5,1.0,4.0,48,0.9574652680872195,1177,-523.7248758946105,1249.569506331127,1.0835668471818007,692,418.03212163499796,631.3301779382753,0.5303468208092486,1.510771898149519,0.922900192238022
EURGBP,voladj,40,2.5,1.0,4.0,48,0.9529384787996743,1177,-325.50557845060274,777.6290584399485,1.0843074879239523,692,235.2059043133825,293.758242912971,0.5303468208092486,0.8352601156069365,0.9032229148727301
EURGBP,combo,40,2.5,1.0,4.0,48,0.9736932995722357,1177,-259.3762178692954,899.9888651538694,1.1495411967633204,692,587.787571169298,431.76094652560573,0.5303468208092486,1.2500066564598395,0.9616128629125753
EURGBP,fixed,80,2.0,0.0,4.0,24,0.9002073997609071,988,-1471.6516157982128,1915.046618702391,1.0680307388382722,648,393.33455293135086,338.1215338635022,0.5108024691358025,1.0,0.8390351816116571
EURGBP,zscale,80,2.0,0.0,4.0,24,0.9482970498306497,988,-1133.2726304134171,2193.829140448537,1.0678437389543438,648,614.3963987177349,658.0409596104545,0.5108024691358025,1.6363060912061431,0.8303948038154024
EURGBP,voladj,80,2.0,0.0,4.0,24,0.9032473577814651,988,-1144.7160937978754,1535.2709878856995,1.0718205379453238,648,335.05481373387306,247.80273183018127,0.5108024691358025,0.8256172839506173,0.7280794893184172
EURGBP,combo,80,2.0,0.0,4.0,24,0.9403550276766884,988,-1033.0634643958924,1637.257700511616,1.0510528280185512,648,367.19180794453365,451.40995729651195,0.5108024691358025,1.3209297504280537,0.8036783156180121
EURGBP,fixed,80,2.0,0.0,4.0,48,0.9213345332428805,888,-1188.0159860394103,1729.4333710426272,1.0294389330040408,588,173.441994967684,301.27572780883145,0.5595238095238095,1.0,0.9089377812674309
EURGBP,zscale,80,2.0,0.0,4.0,48,0.9732342390825554,888,-616.3626404145336,2706.092503686405,0.9990019674355466,588,-9.528215574256194,683.8262518214331,0.5595238095238095,1.6649761712935727,0.8620881441825446
EURGBP,voladj,80,2.0,0.0,4.0,48,0.9102614218406635,888,-1093.4226771494452,1408.9418343410698,1.0337106480603067,588,162.47777436144452,279.23571763193405,0.5595238095238095,0.8299319727891157,0.760912355812928
EURGBP,combo,80,2.0,0.0,4.0,48,0.9491534704611819,888,-928.2355834484895,2008.6389114867475,0.993930676799359,588,-46.29806294698108,480.653175625044,0.5595238095238095,1.3480153267116401,0.8263910985869618
EURGBP,fixed,80,2.0,1.0,4.0,24,0.8580978402292505,1098,-1791.7420162830424,1909.600913136631,1.091775088713632,742,440.2889256815154,392.4750253410608,0.6347708894878706,1.0,0.8286825118685018
EURGBP,zscale,80,2.0,1.0,4.0,24,0.9047332303426382,1098,-1824.8272382827242,1986.859749649329,1.0883735804582957,742,683.158044004602,692.9089529125106,0.6347708894878706,1.5927959769353919,0.9395086035946615
EURGBP,voladj,80,2.0,1.0,4.0,24,0.8804319155953318,1098,-1178.5957400611528,1279.3608244668815,1.1123606045147645,742,436.3615429549836,246.2193039898773,0.6347708894878706,0.8355795148247979,0.6887583681929441
EURGBP,combo,80,2.0,1.0,4.0,24,0.9132698805706015,1098,-1277.9162270824627,1386.7260437720015,1.1000311208998577,742,612.8789286339863,394.49444483238483,0.6347708894878706,1.3025795555977182,0.7704020922019659
EURGBP,fixed,80,2.0,1.0,4.0,48,0.8894173607830124,1059,-1302.0481674009634,1419.9070642545526,1.1791884584541255,722,770.5447868632814,403.10723664599766,0.6343490304709142,1.0,0.8533194007535329
EURGBP,zscale,80,2.0,1.0,4.0,48,0.9313584598790063,1059,-1246.500701659223,1959.5898011716745,1.184081340091502,722,1278.144064305854,807.7266798160267,0.6343490304709142,1.602698199409365,0.958372217830383
EURGBP,voladj,80,2.0,1.0,4.0,48,0.9087620546610788,1059,-836.0029991106419,928.9180835163706,1.2203374217643579,722,752.233875799008,213.77820491407596,0.6343490304709142,0.8344875346260388,0.7072276396244709
EURGBP,combo,80,2.0,1.0,4.0,48,0.9406583699090842,1059,-822.7781496794723,1152.7917697429011,1.217136952742071,722,1168.6759384400066,347.34747559222365,0.6343490304709142,1.3082843816227554,0.8004927512124376
EURGBP,fixed,80,2.5,0.0,4.0,24,0.9826758293608931,652,-151.98645444716414,1147.9707294880218,1.0490857164279845,442,185.69598741626697,348.1892580050687,0.45701357466063347,1.0,0.7458862649501647
EURGBP,zscale,80,2.5,0.0,4.0,24,1.0749852873709071,652,948.5291965116967,1139.5891032520167,1.0924595147694125,442,513.4258588129667,511.755383898547,0.45701357466063347,1.5870376456651039,0.8471518228628216
EURGBP,voladj,80,2.5,0.0,4.0,24,0.9794878292262257,652,-142.4556435626813,888.5343835837921,1.0095429071561526,442,29.260947787820896,371.34592604562613,0.45701357466063347,0.8122171945701357,0.532016230188881
EURGBP,combo,80,2.5,0.0,4.0,24,1.05311361019373,652,522.503496564865,921.8681918158023,1.0452232489254794,442,199.52432393584144,536.7206744475702,0.45701357466063347,1.2604631613942763,0.6077125328444287
EURGBP,fixed,80,2.5,0.0,4.0,48,0.986315813948752,629,-138.13240374183908,1258.4786702227643,1.0819839553325594,427,343.5572446526354,367.5974284777826,0.5035128805620609,1.0,0.7784145458561705
EURGBP,zscale,80,2.5,0.0,4.0,48,1.070004874479832,629,1023.0976981782688,1303.8080375164966,1.0745853873190228,427,470.97401139052675,623.6340548025853,0.5035128805620609,1.597960098996989,0.8092069987473683
EURGBP,voladj,80,2.5,0.0,4.0,48,0.972231721897663,629,-222.60417250870876,1018.7227290822159,1.0667467073617554,427,223.85158002419053,282.09880338587436,0.5035128805620609,0.8138173302107728,0.7200304071783157
EURGBP,combo,80,2.5,0.0,4.0,48,1.0295750690019132,629,339.5539264991688,1063.1547942747002,1.046872318546085,427,233.47012895658315,484.2844635183274,0.5035128805620609,1.270557688829779,0.7258140840266618
EURGBP,fixed,80,2.5,1.0,4.0,24,0.9461165370408411,680,-407.50611338821534,785.6637750356607,1.0517723835621666,461,170.01446797416156,253.9123361269668,0.5509761388286334,1.0,0.7467453280018784
EURGBP,zscale,80,2.5,1.0,4.0,24,1.0258286550970086,680,287.668309429729,858.6586601770014,1.1085442401203456,461,528.9047411722274,401.79473496711194,0.5509761388286334,1.5835066264424202,0.8456217775357124
EURGBP,voladj,80,2.5,1.0,4.0,24,0.9813931934868896,680,-107.75844571783551,544.7910060331103,1.0148622587425007,461,39.595596438438335,231.0649948161195,0.5509761388286334,0.8134490238611713,0.6015117719589868
EURGBP,combo,80,2.5,1.0,4.0,24,1.0337909131568068,680,284.3540069133214,552.3680622639251,1.0646576873234816,461,249.95000423741357,249.9529450076957,0.5509761388286334,1.2594463579238957,0.6751019421332333
EURGBP,fixed,80,2.5,1.0,4.0,48,0.9510119616467462,672,-361.2282790620113,875.779480057923,1.17409838990768,457,512.821709478204,319.5219682211744,0.5557986870897156,1.0,0.8056844534742093
EURGBP,zscale,80,2.5,1.0,4.0,48,1.0341454931359435,672,372.03410622113785,982.4160163665917,1.2174792878738396,457,969.7805516835724,519.9133523259636,0.5557986870897156,1.5872608533474044,0.8675880516091732
EURGBP,voladj,80,2.5,1.0,4.0,48,1.0092635822891156,672,51.144433959064315,535.4755794900808,1.1453726603170182,457,341.88760584823973,170.78315803379715,0.5557986870897156,0.8140043763676149,0.6562430239871473
EURGBP,combo,80,2.5,1.0,4.0,48,1.0624589240250863,672,504.1199200230731,583.0883908241274,1.1771029153132986,457,619.1634362314337,275.6374308759566,0.5557986870897156,1.262946802475909,0.746145804337596
